pageid,name,coords,region,subregion,quality_score,rating_raw,rating_clean,time_lowhours,time_highhours,distance_mi,num_rappels,longest_raw,longest_rappel_ft,best_season_raw,season_spring,season_summer,season_fall,season_winter,best_season_notes,shuttle_raw,shuttle_minutes,vehicle_raw,vehicle_required,latitude,longitude,technical_class,water_rating,time_commitment,risk_rating
927,Forbidding Canyon,"37° 3' 58.68"" N, 110° 58' 54.12"" W",Glen Canyon,Navajo Nation,5,3B VI (<i>v3a2 VI</i>),3B VI,,,,,40 ft,40,Spring;Summer;Fall;Winter,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,37.0663,-110.9817,3,B,VI,
11024,Trough Canyon,"37° 42' 11.52"" N, 110° 34' 51.24"" W",Glen Canyon,Ticaboo Mesa,2.6,3A I (<i>v3a1 I</i>),3A I,1.5,2.5,1.2,3,210 ft,210,,,,,,,,,,FALSE,37.7032,-110.5809,3,A,I,
11023,Tripoli Canyon,"37° 39' 32.76"" N, 110° 32' 56.40"" W",Glen Canyon,Ticaboo Mesa,2.3,4A III (<i>v4a1 III</i>),4A III,4,6,2.5,2,70 ft,70,,,,,,,,,,FALSE,37.6591,-110.549,4,A,III,
46575,Lone Rock Canyon (East Fork),"37° 2' 43.80"" N, 111° 31' 41.52"" W",Glen Canyon,Big Water,3,3A III (<i>v2a1 III</i>),3A III,4,6,7.8,2,15 ft,15,Spring;Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,4WD,TRUE,37.0455,-111.5282,3,A,III,
19752,Offshore Canyon,"37° 37' 46.56"" N, 110° 42' 39.96"" W",Glen Canyon,Ticaboo Mesa,3,3B <i>V</i> (<i>v3a2 V</i>),3B <i>V</i>,4,48,,6,165 ft,165,Spring; Fall,TRUE,FALSE,TRUE,FALSE,,,,,FALSE,37.6296,-110.7111,3,B,V,
40971,Teeny Tiny Loop,"37° 39' 23.76"" N, 110° 32' 0.96"" W",Glen Canyon,Ticaboo Mesa,3,4B III (<i>v4a2 III</i>),4B III,6,8,4.7,6,90 ft,90,Spring; Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,,FALSE,37.6566,-110.5336,4,B,III,
911,Annie's (North Fork),"37° 23' 16.08"" N, 110° 46' 4.80"" W",Glen Canyon,Bullfrog,4,,,,,,,,,,,,,,,,,,FALSE,37.3878,-110.768,,,,
912,Annie's (South Fork),"37° 21' 44.28"" N, 110° 46' 3.72"" W",Glen Canyon,Bullfrog,4,,,,,,,,,,,,,,,,,,FALSE,37.3623,-110.7677,,,,
920,Clear Creek (Glen Canyon NRA),"37° 16' 46.92"" N, 110° 55' 31.08"" W",Glen Canyon,Glen Canyon NRA,4,,,,,,,,,,,,,,,,,,FALSE,37.2797,-110.9253,,,,
85334,DD Drunk Driving,"37° 7' 27.84"" N, 111° 41' 1.32"" W",Glen Canyon,The Catacombs,4,,,,,,2,50 ft,50,Spring or Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,,FALSE,37.1244,-111.6837,,,,
46615,Break Hollow,"37° 2' 37.68"" N, 111° 34' 30.00"" W",Glen Canyon,Big Water,2,2A II R (<i>v1a1 II</i>),2A II R,3,6,7.8,0,0 ft,0,"spring, fall",TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,37.0438,-111.575,2,A,II,R
917,Caliente,"37° 37' 18.12"" N, 110° 36' 42.48"" W",Glen Canyon,Ticaboo Mesa,3,3A II PG (<i>v4a1 II</i>),3A II PG,,,,,,,,,,,,,0 minutes,0,,FALSE,37.6217,-110.6118,3,A,II,PG
32770,Dos Bolsas Cajones,"37° 39' 5.76"" N, 110° 33' 36.72"" W",Glen Canyon,Ticaboo Mesa,3,,,,,,,,,,,,,,,,,,FALSE,37.6516,-110.5602,,,,
58968,Grease Monkey,"37° 35' 4.56"" N, 110° 38' 23.28"" W",Glen Canyon,Ticaboo Mesa,3,3B II (<i>v3a2 II</i>),3B II,,,2,2,30 ft,30,,,,,,,0 minutes,0,High Clearance,TRUE,37.5846,-110.6398,3,B,II,
58965,Heckle and Jeckle,"37° 34' 4.08"" N, 110° 38' 24.36"" W",Glen Canyon,Ticaboo Mesa,3,4B III (<i>v4a2 III</i>),4B III,,,2.2,,50 ft,50,,,,,,,0 minutes,0,High Clearance,TRUE,37.5678,-110.6401,4,B,III,
941,Seven Mile Canyon,"37° 39' 59.04"" N, 110° 35' 6.00"" W",Glen Canyon,Ticaboo Mesa,3,3A II (<i>v3a1 II</i>),3A II,4,6,5.2,4,70 ft,70,,,,,,,,,,FALSE,37.6664,-110.585,3,A,II,
921,Crystal Springs (Canyon 1),"37° 31' 42.96"" N, 110° 37' 10.92"" W",Glen Canyon,Bullfrog,2,,,,,,,,,,,,,,,,,,FALSE,37.5286,-110.6197,,,,
317,Downward Spiral Canyon,"37° 35' 47.76"" N, 110° 37' 35.04"" W",Glen Canyon,Ticaboo Mesa,2,3A III (<i>v2a1 III</i>),3A III,4,6.5,4.9,1,20 ft,20,,,,,,,0 minutes,0,High Clearance,TRUE,37.5966,-110.6264,3,A,III,
32210,Sile Brink Hollow Canyon,"37° 6' 47.88"" N, 111° 26' 24.72"" W",Glen Canyon,Big Water,2,3B I (<i>v3a2 I</i>),3B I,,,,2,,,,,,,,,,,,FALSE,37.1133,-111.4402,3,B,I,
85337,Mail Order Bride,"37° 7' 32.88"" N, 111° 41' 4.20"" W",Glen Canyon,The Catacombs,1,,,,,,1,40 ft,40,Fall and Spring,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,,FALSE,37.1258,-111.6845,,,,
910,Anasazi Canyon,"37° 7' 18.48"" N, 110° 54' 33.12"" W",Glen Canyon,Navajo Nation,0,,,,,,,,,,,,,,,,,,FALSE,37.1218,-110.9092,,,,
19741,Balanced Rock Canyon,"37° 8' 20.04"" N, 111° 2' 38.76"" W",Glen Canyon,Glen Canyon NRA,0,,,,,,,,,,,,,,,,,,FALSE,37.1389,-111.0441,,,,
915,Bald Rock Canyon,"37° 7' 50.88"" N, 110° 51' 10.80"" W",Glen Canyon,Navajo Nation,0,,,,,,,,,,,,,,,,,,FALSE,37.1308,-110.853,,,,
19516,Bridge Canyon,"37° 4' 38.64"" N, 110° 57' 51.48"" W",Glen Canyon,Navajo Nation,0,,,,,,,,,,,,,,,,,,FALSE,37.0774,-110.9643,,,,
19749,Cascade Canyon (Glen Canyon NRA),"37° 8' 58.92"" N, 111° 0' 18.36"" W",Glen Canyon,Glen Canyon NRA,0,,,,,,,,,,,,,,,,,,FALSE,37.1497,-111.0051,,,,
19750,Cathedral Canyon (Glen Canyon NRA),"37° 4' 13.08"" N, 111° 0' 23.04"" W",Glen Canyon,Navajo Nation,0,,,,,,,,,,,,,,,,,,FALSE,37.0703,-111.0064,,,,
918,Cha Canyon,"37° 5' 47.04"" N, 110° 49' 20.64"" W",Glen Canyon,Navajo Nation,0,,,,,,,,,,,,,,,,,,FALSE,37.0964,-110.8224,,,,
922,Crystal Springs (Canyon 2),"37° 31' 20.28"" N, 110° 36' 12.60"" W",Glen Canyon,Bullfrog,0,,,,,,,,,,,,,,,,,,FALSE,37.5223,-110.6035,,,,
923,Driftwood Canyon,"37° 8' 45.24"" N, 111° 1' 28.20"" W",Glen Canyon,Glen Canyon NRA,0,,,,,,,,,,,,,,,,,,FALSE,37.1459,-111.0245,,,,
924,East of Eden,"37° 26' 45.96"" N, 110° 45' 34.20"" W",Glen Canyon,Lake Powell,0,,,,,,,,,,,,,,,,,,FALSE,37.4461,-110.7595,,,,
925,Endless Eden,"37° 27' 5.76"" N, 110° 45' 56.88"" W",Glen Canyon,Bullfrog,0,,,,,,,,,,,,,,,,,,FALSE,37.4516,-110.7658,,,,
85446,Friends With Bennies Canyon,"37° 34' 49.44"" N, 110° 37' 54.48"" W",Glen Canyon,Ticaboo Mesa,0,,,,,,,,,,,,,,,,,,FALSE,37.5804,-110.6318,,,,
930,Lehi Canyon,"37° 6' 59.76"" N, 110° 53' 47.40"" W",Glen Canyon,Navajo Nation,0,,,,,,,,,,,,,,,,,,FALSE,37.1166,-110.8965,,,,
932,Moepitz Canyon,"37° 7' 30.36"" N, 110° 55' 8.40"" W",Glen Canyon,Navajo Nation,0,,,,,,,,,,,,,,,,,,FALSE,37.1251,-110.919,,,,
933,Moqui Canyon (Canyon 1),"37° 30' 15.12"" N, 110° 35' 30.84"" W",Glen Canyon,Bullfrog,0,,,,,,,,,,,,,,,,,,FALSE,37.5042,-110.5919,,,,
934,Moqui Canyon (Canyon 2),"37° 29' 39.12"" N, 110° 34' 44.04"" W",Glen Canyon,Bullfrog,0,,,,,,,,,,,,,,,,,,FALSE,37.4942,-110.5789,,,,
935,Moqui Canyon (Canyon 3),"37° 28' 37.92"" N, 110° 35' 49.92"" W",Glen Canyon,Bullfrog,0,,,,,,,,,,,,,,,,,,FALSE,37.4772,-110.5972,,,,
19743,Mountain Sheep Canyon,"37° 1' 49.08"" N, 111° 2' 51.00"" W",Glen Canyon,Navajo Nation,0,,,,,,,,,,,,,,,,,,FALSE,37.0303,-111.0475,,,,
936,Nasja Canyon,"37° 7' 36.48"" N, 110° 52' 50.52"" W",Glen Canyon,Navajo Nation,0,,,,,,,,,,,,,,,,,,FALSE,37.1268,-110.8807,,,,
938,Not Annie's,"37° 21' 40.32"" N, 110° 46' 9.12"" W",Glen Canyon,Bullfrog,0,,,,,,,,,,,,,,,,,,FALSE,37.3612,-110.7692,,,,
85441,Second Guess Fork,"37° 39' 43.20"" N, 110° 34' 53.40"" W",Glen Canyon,Ticaboo Mesa,0,3A II (<i>v3a1 II</i>),3A II,,,,,,,,,,,,,0 minutes,0,,FALSE,37.662,-110.5815,3,A,II,
85383,Selfish Fork,"37° 39' 43.56"" N, 110° 34' 32.88"" W",Glen Canyon,Ticaboo Mesa,0,,,,,,,,,,,,,,,0 minutes,0,,FALSE,37.6621,-110.5758,,,,
943,Seven Mile Canyon (Little East Fork),"37° 39' 55.08"" N, 110° 34' 39.72"" W",Glen Canyon,Ticaboo Mesa,0,,,,,,,,,,,,,,,,,,FALSE,37.6653,-110.5777,,,,
11022,Shuffleboard Canyon,"37° 37' 32.16"" N, 110° 39' 15.12"" W",Glen Canyon,Ticaboo Mesa,0,2A II (<i>v1a1 II</i>),2A II,4,5,4.2,,0 ft,0,,,,,,,,,,FALSE,37.6256,-110.6542,2,A,II,
39644,Sleepytime Trio,"37° 42' 1.80"" N, 110° 35' 12.12"" W",Glen Canyon,Ticaboo Mesa,0,4A III (<i>v4a1 III</i>),4A III,6,7,7.3,3,190 ft,190,,,,,,,,,,FALSE,37.7005,-110.5867,4,A,III,
85451,Slip N Slide Canyons,"37° 33' 21.96"" N, 110° 38' 40.92"" W",Glen Canyon,Ticaboo Mesa,0,,,,,,,,,,,,,,,,,,FALSE,37.5561,-110.6447,,,,
944,Smith Fork (Minor Fork),"37° 37' 26.04"" N, 110° 38' 57.12"" W",Glen Canyon,Ticaboo Mesa,0,,,,,,,,,,,,,,,,,,FALSE,37.6239,-110.6492,,,,
945,Smith Fork (North Fork),"37° 37' 24.60"" N, 110° 38' 36.60"" W",Glen Canyon,Ticaboo Mesa,0,,,,,,,,,,,,,,,,,,FALSE,37.6235,-110.6435,,,,
19769,Smith Fork (South Fork),"37° 37' 18.12"" N, 110° 38' 14.28"" W",Glen Canyon,Ticaboo Mesa,0,,,,,,,,,,,,,,,,,,FALSE,37.6217,-110.6373,,,,
19742,Twilight Canyon,"37° 10' 49.08"" N, 110° 58' 35.76"" W",Glen Canyon,Glen Canyon NRA,0,,,,,,,,,,,,,,,,,,FALSE,37.1803,-110.9766,,,,
592,Choprock Canyon (South Fork),"37° 38' 3.84"" N, 111° 10' 31.80"" W",Escalante,Choprock Bench,5,4B V R (<i>v5a2 V</i>),4B V R,11,14,,5,70 ft,70,Spring; Fall; Aug,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,High Clearance,TRUE,37.6344,-111.1755,4,B,V,R
445,Buckskin Gulch,"37° 1' 12.00"" N, 112° 1' 24.96"" W",Escalante,Southwest Escalante,4.7,2B V (v3a2 V),2B V,4.333,48,20,1,49.213 ft,49,Spring;Summer;Fall;HOT in Summer,TRUE,TRUE,TRUE,FALSE,hot in summer,,,Passenger,FALSE,37.02,-112.0236,2,B,V,
742,Brimstone Gulch (lower),"37° 29' 13.20"" N, 111° 11' 37.32"" W",Escalante,Escalante,4.6,4B II R (<i>v5a2 II</i>),4B II R,4,5,4.5,,,,BEST in Apr;May;Jun;Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,37.487,-111.1937,4,B,II,R
774,Sleepy Hollow,"37° 27' 1.80"" N, 111° 4' 45.48"" W",Escalante,Escalante,5,4B IV X (<i>v6a2 IV</i>),4B IV X,8,11,7,2,70 ft,70,,,,,,,,,,FALSE,37.4505,-111.0793,4,B,IV,X
48510,Holy Cow Canyon,"37° 46' 28.92"" N, 111° 12' 15.12"" W",Escalante,Escalante,4.6,4B III (<i>v4a2 III</i>),4B III,7,10,4.6,6,100 ft,100,,,,,,,0 minutes,0,Passenger,FALSE,37.7747,-111.2042,4,B,III,
499,Death Hollow,"37° 47' 1.68"" N, 111° 30' 25.92"" W",Escalante,Escalante,4.4,2B V (<i>v1a2 V</i>),2B V,72,120,,0,0 ft,0,Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,37.7838,-111.5072,2,B,V,
467,Neon Canyon,"37° 36' 42.84"" N, 111° 9' 52.56"" W",Escalante,Choprock Bench,4.3,3B IV (<i>v3a2 IV</i>),3B IV,8,10,10.8,5,83 ft,83,Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,High Clearance,TRUE,37.6119,-111.1646,3,B,IV,
762,Micro Death Hollow,"37° 46' 9.48"" N, 111° 29' 49.92"" W",Escalante,Escalante,4.3,3B II R (<i>v5a2 II</i>),3B II R,3,6,2.9,3,275.591 ft,275,Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,High Clearance,TRUE,37.7693,-111.4972,3,B,II,R
745,Coyote Gulch,"37° 24' 59.76"" N, 111° 2' 25.44"" W",Escalante,Escalante,4.3,2B V (<i>v1a2 V</i>),2B V,,,,,0 ft,0,Spring;Summer;Fall;Winter,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,37.4166,-111.0404,2,B,V,
767,Raven Canyon,"37° 26' 18.60"" N, 111° 5' 37.68"" W",Escalante,Escalante,4,3A III R (<i>v5a1 III</i>),3A III R,3,5,6.1,,,,,,,,,,0 minutes,0,High Clearance,TRUE,37.4385,-111.0938,3,A,III,R
500,Headless Hen,"37° 26' 28.32"" N, 111° 5' 56.76"" W",Escalante,Escalante,4,4B III R (<i>v5a2 III</i>),4B III R,3,6,5.6,5,40 ft,40,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,,FALSE,37.4412,-111.0991,4,B,III,R
766,Peek-a-Boo Canyon,"37° 28' 56.28"" N, 111° 12' 58.32"" W",Escalante,Escalante,3.9,2A I (<i>v1a1 I</i>),2A I,3,6,2.9,,0 ft,0,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,,FALSE,37.4823,-111.2162,2,A,I,
773,Spooky Gulch,"37° 29' 2.04"" N, 111° 12' 32.04"" W",Escalante,Escalante,3.9,2A I (<i>v1a1 I</i>),2A I,3,5,2.9,,0 ft,0,BEST in Apr;May;Jun;Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,37.4839,-111.2089,2,A,I,
769,Ringtail Canyon,"37° 36' 1.80"" N, 111° 9' 20.52"" W",Escalante,Choprock Bench,3.7,3B IV R (<i>v5a2 IV</i>),3B IV R,6,11,11.8,2,15 ft,15,Apr;May;Jun;Jul;Aug;Sep,FALSE,FALSE,FALSE,FALSE,,0 minutes,0,High Clearance,TRUE,37.6005,-111.1557,3,B,IV,R
746,Davis Gulch,"37° 16' 15.60"" N, 110° 58' 22.08"" W",Escalante,Escalante,3.8,2B III (<i>v1a2 III</i>),2B III,6,7,,,0 ft,0,Spring; Fall; Winter,TRUE,FALSE,TRUE,TRUE,,,,,FALSE,37.271,-110.9728,2,B,III,
749,Egypt 1 Canyon,"37° 34' 20.28"" N, 111° 15' 27.36"" W",Escalante,The Egypts,3.7,3A I (<i>v3a1 I</i>),3A I,2,4,1.7,3,30 ft,30,Any; hot in summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,,FALSE,37.5723,-111.2576,3,A,I,
778,Zebra Canyon,"37° 39' 37.08"" N, 111° 25' 2.64"" W",Escalante,Escalante,3.8,2B II (<i>v1a2 II</i>),2B II,2,5,,,0 ft,0,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,Passenger,FALSE,37.6603,-111.4174,2,B,II,
763,PINTAC,"37° 26' 3.84"" N, 111° 3' 4.32"" W",Escalante,Escalante,4.6,4B IV XX (<i>v7a2 IV</i>),4B IV XX,8,12,11,2,75 ft,75,"Winter, Spring, Fall, Avoid temps over 70 degrees",TRUE,FALSE,TRUE,TRUE,,0 minutes,0,4WD,TRUE,37.4344,-111.0512,4,B,IV,XX
770,Sad Cow Disease,"37° 45' 31.32"" N, 111° 13' 28.20"" W",Escalante,Escalante,3.9,3B III (<i>v3a2 III</i>),3B III,5,7,9.2,3,100 ft,100,Spring; Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,37.7587,-111.2245,3,B,III,
1055,Stone Donkey Canyon,"37° 20' 51.00"" N, 111° 56' 40.20"" W",Escalante,Southwest Escalante,3.9,3B (<i>v3a2</i>),3B,,,,,,,,,,,,,,,,FALSE,37.3475,-111.9445,3,B,,
759,Little Death Hollow,"37° 45' 9.00"" N, 111° 13' 12.00"" W",Escalante,Escalante,4.3,2A <i>V</i> (<i>v1a1 V</i>),2A <i>V</i>,8,48,,,0 ft,0,Spring;Fall;Winter,TRUE,FALSE,TRUE,TRUE,,,,,FALSE,37.7525,-111.22,2,A,V,
743,Calf Creek Falls (Lower),"37° 49' 45.48"" N, 111° 25' 13.08"" W",Escalante,Escalante,4,3C III (<i>v3a4 III</i>),3C III,3,5,,2,,,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,,FALSE,37.8293,-111.4203,3,C,III,
1050,Deer Creek Canyon (Southwest Escalante),"37° 22' 50.88"" N, 112° 3' 37.80"" W",Escalante,Southwest Escalante,4,3A IV (<i>v3a1 IV</i>),3A IV,12,48,14,4,75 ft,75,Spring;Summer;Fall;Winter,TRUE,TRUE,TRUE,TRUE,,0 minutes,0,4WD - High Clearance,TRUE,37.3808,-112.0605,3,A,IV,
451,Egypt 2 Canyon,"37° 34' 50.88"" N, 111° 14' 33.00"" W",Escalante,The Egypts,3.7,3B III (<i>v3a2 III</i>),3B III,4,6,4.2,2,280 ft,280,Any; hot in summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,High Clearance,TRUE,37.5808,-111.2425,3,B,III,
32769,Midget Rattler,"37° 52' 0.84"" N, 111° 18' 8.64"" W",Escalante,Escalante,3.7,3A II PG (<i>v4a1 II</i>),3A II PG,,,,,100 ft,100,,,,,,,0.5 minutes,0.5,Passenger,FALSE,37.8669,-111.3024,3,A,II,PG
748,Dry Fork Slot,"37° 29' 0.24"" N, 111° 13' 29.28"" W",Escalante,Escalante,3.8,1A II (<i>v1a1 II</i>),1A II,,,4.5,,0 ft,0,BEST in Apr;May;Jun;Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,37.4834,-111.2248,1,A,II,
768,Red Breaks,"37° 40' 40.44"" N, 111° 20' 52.08"" W",Escalante,Escalante,3.5,3A III (<i>v2a1 III</i>),3A III,4,8.5,6.5,1,26.247 ft,26,Fall; Winter; Spring,TRUE,FALSE,TRUE,TRUE,,0 minutes,0,,FALSE,37.6779,-111.3478,3,A,III,
1057,Wire Pass Canyon,"37° 1' 13.08"" N, 112° 0' 22.32"" W",Escalante,Southwest Escalante,3.8,2A (<i>v1a1</i>),2A,,,,,0 ft,0,,,,,,,,,,FALSE,37.0203,-112.0062,2,A,,
1053,Round Valley Draw,"37° 27' 9.72"" N, 111° 54' 43.20"" W",Escalante,Southwest Escalante,3.6,2A II (<i>v1a1 II</i>),2A II,3,5,3,2,15 ft,15,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,Passenger,FALSE,37.4527,-111.912,2,A,II,
739,Baker Canyon (West Fork),"37° 36' 5.40"" N, 111° 7' 24.60"" W",Escalante,Choprock Bench,3.6,3B IV (<i>v3a2 IV</i>),3B IV,,,,5,,,,,,,,,,,,FALSE,37.6015,-111.1235,3,B,IV,
32776,Aardvark Canyon (South Fork),"37° 48' 17.28"" N, 111° 14' 17.88"" W",Escalante,Escalante,4,3B III R (<i>v5a2 III</i>),3B III R,7,8,4.2,6,140 ft,140,Spring or Fall,TRUE,FALSE,TRUE,FALSE,,0.5 minutes,0.5,4WD - High Clearance,TRUE,37.8048,-111.2383,3,B,III,R
775,Spencer Canyon,"37° 43' 2.64"" N, 111° 20' 20.76"" W",Escalante,Escalante,3.3,3B III (<i>v3a2 III</i>),3B III,,,4.8,6,70 ft,70,Spring;Summer;Fall;HOT in Summer,TRUE,TRUE,TRUE,FALSE,hot in summer,0 minutes,0,High Clearance,TRUE,37.7174,-111.3391,3,B,III,
1056,Willis Creek Narrows,"37° 28' 54.48"" N, 112° 4' 56.64"" W",Escalante,Southwest Escalante,3.5,1B II (<i>v1a2 II</i>),1B II,1,3,,0,0 ft,0,Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,,FALSE,37.4818,-112.0824,1,B,II,
741,Bishop Canyon,"37° 22' 42.96"" N, 110° 59' 11.76"" W",Escalante,Escalante,5,3B IV XX (<i>v7a2 IV</i>),3B IV XX,,,,,,,,,,,,,,,,FALSE,37.3786,-110.9866,3,B,IV,XX
46523,Frosted Flakes,"37° 26' 34.08"" N, 111° 4' 32.52"" W",Escalante,Escalante,5,3A III X (<i>v6a1 III</i>),3A III X,,,,,,,,,,,,,0 minutes,0,,FALSE,37.4428,-111.0757,3,A,III,X
19725,Dominquez Canyon,"37° 13' 52.68"" N, 112° 24' 49.32"" W",Escalante,Southwest Escalante,4.2,3A III (<i>v3</i>a1 <i>III</i>),3A III,4,8,,3,105 ft,105,Any,TRUE,TRUE,TRUE,TRUE,,0 minutes,0,Passenger,FALSE,37.2313,-112.4137,3,A,III,
498,Bull Valley Gorge,"37° 28' 21.00"" N, 112° 6' 40.68"" W",Escalante,Southwest Escalante,3.3,2B II (<i>v1a2 II</i>),2B II,2,4,,,0 ft,0,Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,,FALSE,37.4725,-112.1113,2,B,II,
5876,Egypt 1.5 Canyon (Bobo),"37° 34' 33.24"" N, 111° 14' 53.52"" W",Escalante,The Egypts,3.2,3B I (<i>v3a2 I</i>),3B I,1.5,4,1.1,3,35 ft,35,,,,,,,0 minutes,0,4WD,TRUE,37.5759,-111.2482,3,B,I,
747,Don't Do It Canyon,"37° 26' 18.60"" N, 111° 3' 51.12"" W",Escalante,Escalante,4,4B III X (<i>v6a2 III</i>),4B III X,,,,3,,,"Fall, Winter, Spring",TRUE,FALSE,TRUE,TRUE,,0 minutes,0,High Clearance,TRUE,37.4385,-111.0642,4,B,III,X
48508,Dunham Slot,"37° 28' 40.80"" N, 112° 2' 21.84"" W",Escalante,Southwest Escalante,3.2,3A II (<i>v3a1 II</i>),3A II,3,4,,2,80 ft,80,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,,FALSE,37.478,-112.0394,3,A,II,
39730,Egypt 3,"37° 35' 37.68"" N, 111° 13' 48.72"" W",Escalante,The Egypts,3.3,2A III PG (<i>v1a1 III</i>),2A III PG,,,,,0 ft,0,,,,,,,,,,FALSE,37.5938,-111.2302,2,A,III,PG
57048,Headless Duck,"37° 52' 56.28"" N, 111° 16' 3.72"" W",Escalante,Escalante,3.3,3A III (<i>v3a1 III</i>),3A III,3,7,,,150 ft,150,"Spring, Fall",TRUE,FALSE,TRUE,FALSE,,0.5 minutes,0.5,Passenger,FALSE,37.8823,-111.2677,3,A,III,
744,Calf Creek Falls (Upper),"37° 51' 17.64"" N, 111° 27' 7.20"" W",Escalante,Escalante,3.4,2A II (<i>v1a1 II</i>),2A II,1,3,,,0 ft,0,Any,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,37.8549,-111.452,2,A,II,
19738,Little Baker Slots,"37° 34' 57.00"" N, 111° 6' 32.76"" W",Escalante,Choprock Bench,4,,,,,,,,,,,,,,,,,,FALSE,37.5825,-111.1091,,,,
1048,Catstair Canyon,"37° 7' 35.40"" N, 111° 57' 46.44"" W",Escalante,Southwest Escalante,2.8,3A I (<i>v3a1 I</i>),3A I,1,2,1.2,2,60 ft,60,Autumn to Spring;BEST in Feb;Mar;Sep;Oct;Any,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,37.1265,-111.9629,3,A,I,
42416,Rabbit of Caerbonn (ROC),"37° 28' 34.68"" N, 111° 11' 36.96"" W",Escalante,Escalante,3.3,4A II R (<i>v5a1 II</i>),4A II R,3,4,5,0,,,,,,,,,0 minutes,0,Passenger,FALSE,37.4763,-111.1936,4,A,II,R
1049,Cottonwood Narrows,"37° 23' 57.48"" N, 111° 51' 2.88"" W",Escalante,Southwest Escalante,2.9,1A I (<i>v1a1 I</i>),1A I,1,2,2.5,0,0 ft,0,Spring to Autumn;BEST in Apr;May;Sep;Oct,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,,FALSE,37.3993,-111.8508,1,A,I,
56944,Right Atrium,"37° 20' 42.36"" N, 111° 0' 10.44"" W",Escalante,Escalante,4.3,4B III R (<i>v5a2 III</i>),4B III R,7,8,,,120 ft,120,"Spring, Fall",TRUE,FALSE,TRUE,FALSE,,60 minutes,60,4WD - High Clearance,TRUE,37.3451,-111.0029,4,B,III,R
50234,Bad Neighbor,"37° 21' 52.56"" N, 110° 59' 33.72"" W",Escalante,Escalante,5,4A IV XX (<i>v7a1 IV</i>),4A IV XX,7,9,,1,100 ft,100,,,,,,,0 minutes,0,,FALSE,37.3646,-110.9927,4,A,IV,XX
776,Tunnel Slot,"37° 39' 10.44"" N, 111° 24' 23.76"" W",Escalante,Escalante,2.6,1A II (<i>v1a1 II</i>),1A II,,,,,0 ft,0,,,,,,,0 minutes,0,High Clearance,TRUE,37.6529,-111.4066,1,A,II,
28094,Fortymile Gulch,"37° 20' 0.96"" N, 110° 59' 29.40"" W",Escalante,Escalante,4,2B (<i>v1a2</i>),2B,,,,,0 ft,0,,,,,,,,,,FALSE,37.3336,-110.9915,2,B,,
32768,Pothole Fork of Sleepy Hollow,"37° 26' 47.76"" N, 111° 4' 44.40"" W",Escalante,Escalante,4,3B III R (<i>v5a2 III</i>),3B III R,,,,,,,,,,,,,,,,FALSE,37.4466,-111.079,3,B,III,R
756,The Gulch,"37° 51' 35.28"" N, 111° 18' 41.04"" W",Escalante,Escalante,4,,,72,96,,,,,Spring;Fall,TRUE,FALSE,TRUE,FALSE,,,,,FALSE,37.8598,-111.3114,,,,
19726,Dry Hollow,"37° 53' 34.44"" N, 111° 27' 22.68"" W",Escalante,Escalante,3,3A I PG (<i>v4a1 I</i>),3A I PG,1,2,,1,65 ft,65,Any time,TRUE,TRUE,TRUE,TRUE,,,,Passenger,FALSE,37.8929,-111.4563,3,A,I,PG
761,Long Branch,"37° 26' 21.48"" N, 111° 4' 11.28"" W",Escalante,Escalante,4.7,4B III XX (<i>v7a2 III</i>),4B III XX,,,,,,,,,,,,,,,,FALSE,37.4393,-111.0698,4,B,III,XX
